Categorie;Ordre;Famille;Nom_EN;Nom_LT;Nom_FR;Url_EN;Url_FR;english_name_snake_case;bird_name;bird_name_raw;dataset_part;folder;nb_images
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Eurasian teal;Anas crecca;sarcelle d'hiver;https://en.wikipedia.org/wiki/Eurasian_teal;https://fr.wikipedia.org/wiki/Sarcelle_d%27hiver;eurasian_teal;eurasian_teal;Eurasian Teal;DIB-10K_3;176.Eurasian Teal;2664
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Green-winged teal;Anas carolinensis;sarcelle à ailes vertes;https://en.wikipedia.org/wiki/Green-winged_teal;https://fr.wikipedia.org/wiki/Sarcelle_%C3%A0_ailes_vertes;green_winged_teal;green_winged_teal;Green-winged Teal;DIB-10K_3;177.Green-winged Teal;2030
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Red-crested pochard;Netta rufina;nette rousse;https://en.wikipedia.org/wiki/Red-crested_pochard;https://fr.wikipedia.org/wiki/Nette_rousse;red_crested_pochard;red_crested_pochard;Red-crested Pochard;DIB-10K_4;191.Red-crested Pochard;2873
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Redhead;Aythya americana;fuligule à tête rouge;https://en.wikipedia.org/wiki/Redhead_(bird);https://fr.wikipedia.org/wiki/Fuligule_%C3%A0_t%C3%AAte_rouge;redhead;redhead;Redhead;DIB-10K_4;195.Redhead;2767
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Common pochard;Aythya ferina;fuligule milouin;https://en.wikipedia.org/wiki/Common_pochard;https://fr.wikipedia.org/wiki/Fuligule_milouin;common_pochard;common_pochard;Common Pochard;DIB-10K_4;196.Common Pochard;2675
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Ring-necked duck;Aythya collaris;fuligule à collier;https://en.wikipedia.org/wiki/Ring-necked_duck;https://fr.wikipedia.org/wiki/Fuligule_%C3%A0_collier;ring_necked_duck;ring_necked_duck;Ring-necked Duck;DIB-10K_4;202.Ring-necked Duck;2712
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Ferruginous duck;Aythya nyroca;fuligule nyroca;https://en.wikipedia.org/wiki/Ferruginous_duck;https://fr.wikipedia.org/wiki/Fuligule_nyroca;ferruginous_duck;ferruginous_duck;Ferruginous Duck;DIB-10K_4;200.Ferruginous Duck;2776
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Tufted duck;Aythya fuligula;fuligule morillon;https://en.wikipedia.org/wiki/Tufted_duck;https://fr.wikipedia.org/wiki/Fuligule_morillon;tufted_duck;tufted_duck;Tufted Duck;DIB-10K_4;203.Tufted Duck;2805
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Greater scaup;Aythya marila;fuligule milouinan;https://en.wikipedia.org/wiki/Greater_scaup;https://fr.wikipedia.org/wiki/Fuligule_milouinan;greater_scaup;greater_scaup;Greater Scaup;DIB-10K_4;204.Greater Scaup;2710
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Lesser scaup;Aythya affinis;petit Fuligule;https://en.wikipedia.org/wiki/Lesser_scaup;https://fr.wikipedia.org/wiki/Petit_Fuligule;lesser_scaup;lesser_scaup;Lesser Scaup;DIB-10K_4;205.Lesser Scaup;2783
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Steller's eider;Polysticta stelleri;eider de Steller;https://en.wikipedia.org/wiki/Steller%27s_eider;https://fr.wikipedia.org/wiki/Eider_de_Steller;stellers_eider;stellers_eider;Steller's Eider;DIB-10K_4;206.Steller's Eider;1128
Ducks, geese, and waterfowl;Anseriformes;Anatidae;King eider;Somateria spectabilis;eider à tête grise;https://en.wikipedia.org/wiki/King_eider;https://fr.wikipedia.org/wiki/Eider_%C3%A0_t%C3%AAte_grise;king_eider;king_eider;King Eider;DIB-10K_4;208.King Eider;2530
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Common eider;Somateria mollissima;eider à duvet;https://en.wikipedia.org/wiki/Common_eider;https://fr.wikipedia.org/wiki/Eider_%C3%A0_duvet;common_eider;common_eider;Common Eider;DIB-10K_4;209.Common Eider;2892
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Surf scoter;Melanitta perspicillata;macreuse à front blanc;https://en.wikipedia.org/wiki/Surf_scoter;https://fr.wikipedia.org/wiki/Macreuse_%C3%A0_front_blanc;surf_scoter;surf_scoter;Surf Scoter;DIB-10K_4;212.Surf Scoter;2227
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Velvet scoter;Melanitta fusca;macreuse brune;https://en.wikipedia.org/wiki/Velvet_scoter;https://fr.wikipedia.org/wiki/Macreuse_brune;velvet_scoter;velvet_scoter;Velvet Scoter;DIB-10K_4;213.Velvet Scoter;1757
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Stejneger's scoter;Melanitta stejnegeri;Macreuse de Sibérie;https://en.wikipedia.org/wiki/Stejneger%27s_scoter;https://fr.wikipedia.org/wiki/Macreuse_de_Sib%C3%A9rie;stejnegers_scoter;stejnegers_scoter;Stejneger's Scoter;DIB-10K_70;10907.Stejneger's Scoter;49
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Common scoter;Melanitta nigra;macreuse noire;https://en.wikipedia.org/wiki/Common_scoter;https://fr.wikipedia.org/wiki/Macreuse_noire;common_scoter;common_scoter;Common Scoter;DIB-10K_4;215.Common Scoter;1756
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Black scoter;Melanitta americana;macreuse à bec jaune;https://en.wikipedia.org/wiki/Black_scoter;https://fr.wikipedia.org/wiki/Macreuse_%C3%A0_bec_jaune;black_scoter;black_scoter;Black Scoter;DIB-10K_4;216.Black Scoter;1160
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Long-tailed duck;Clangula hyemalis;harelde kakawi;https://en.wikipedia.org/wiki/Long-tailed_duck;https://fr.wikipedia.org/wiki/Harelde_kakawi;long_tailed_duck;long_tailed_duck;Long-tailed Duck;DIB-10K_4;217.Long-tailed Duck;2804
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Bufflehead;Bucephala albeola;garrot albéole;https://en.wikipedia.org/wiki/Bufflehead;https://fr.wikipedia.org/wiki/Garrot_alb%C3%A9ole;bufflehead;bufflehead;Bufflehead;DIB-10K_4;218.Bufflehead;2683
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Common goldeneye;Bucephala clangula;garrot à oeil d'or;https://en.wikipedia.org/wiki/Common_goldeneye;https://fr.wikipedia.org/wiki/Garrot_%C3%A0_%C5%93il_d%27or;common_goldeneye;common_goldeneye;Common Goldeneye;DIB-10K_4;219.Common Goldeneye;2785
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Barrow's goldeneye;Bucephala islandica;garrot d'Islande;https://en.wikipedia.org/wiki/Barrow%27s_goldeneye;https://fr.wikipedia.org/wiki/Garrot_d%27Islande;barrows_goldeneye;barrows_goldeneye;Barrow's Goldeneye;DIB-10K_4;220.Barrow's Goldeneye;2609
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Smew;Mergellus albellus;harle piette;https://en.wikipedia.org/wiki/Smew;https://fr.wikipedia.org/wiki/Harle_piette;smew;smew;Smew;DIB-10K_4;221.Smew;2436
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Common merganser;Mergus merganser;harle bièvre;https://en.wikipedia.org/wiki/Common_merganser;https://fr.wikipedia.org/wiki/Harle_bi%C3%A8vre;common_merganser;common_merganser;Common Merganser;DIB-10K_4;225.Common Merganser;2555
Ducks, geese, and waterfowl;Anseriformes;Anatidae;Red-breasted merganser;Mergus serrator;harle huppé;https://en.wikipedia.org/wiki/Red-breasted_merganser;https://fr.wikipedia.org/wiki/Harle_hupp%C3%A9;red_breasted_merganser;red_breasted_merganser;Red-breasted Merganser;DIB-10K_4;226.Red-breasted Merganser;2727
Ducks, geese, and waterfowl;Anseriformes;Anatidae;White-headed duck;Oxyura leucocephala;érismature à tête blanche;https://en.wikipedia.org/wiki/White-headed_duck;https://fr.wikipedia.org/wiki/%C3%89rismature_%C3%A0_t%C3%AAte_blanche;white_headed_duck;white_headed_duck;White-headed Duck;DIB-10K_5;235.White-headed Duck;1493
New World quail;Galliformes;Odontophoridae;California quail;Callipepla californica;colin de Californie;https://en.wikipedia.org/wiki/California_quail;https://fr.wikipedia.org/wiki/Colin_de_Californie;california_quail;california_quail;California Quail;DIB-10K_5;327.California Quail;2794
Pheasants, grouse, and allies;Galliformes;Phasianidae;Hazel grouse;Tetrastes bonasia;gélinotte des bois;https://en.wikipedia.org/wiki/Hazel_grouse;https://fr.wikipedia.org/wiki/G%C3%A9linotte_des_bois;hazel_grouse;hazel_grouse;Hazel Grouse;DIB-10K_5;356.Hazel Grouse;497
Pheasants, grouse, and allies;Galliformes;Phasianidae;Rock ptarmigan;Lagopus muta;lagopède alpin;https://en.wikipedia.org/wiki/Rock_ptarmigan;https://fr.wikipedia.org/wiki/Lagop%C3%A8de_alpin;rock_ptarmigan;rock_ptarmigan;Rock Ptarmigan;DIB-10K_6;372.Rock Ptarmigan;2778
Pheasants, grouse, and allies;Galliformes;Phasianidae;Western capercaillie;Tetrao urogallus;grand Tétras;https://en.wikipedia.org/wiki/Western_capercaillie;https://fr.wikipedia.org/wiki/Grand_T%C3%A9tras;western_capercaillie;western_capercaillie;Western Capercaillie;DIB-10K_5;360.Western Capercaillie;1975
Pheasants, grouse, and allies;Galliformes;Phasianidae;Reeves's pheasant;Syrmaticus reevesii;faisan vénéré;https://en.wikipedia.org/wiki/Reeves%27s_pheasant;https://fr.wikipedia.org/wiki/Faisan_v%C3%A9n%C3%A9r%C3%A9;reevess_pheasant;reevess_pheasant;Reeves's Pheasant;DIB-10K_7;519.Reeves's Pheasant;429
Pheasants, grouse, and allies;Galliformes;Phasianidae;Common quail;Coturnix coturnix;caille des blés;https://en.wikipedia.org/wiki/Common_quail;https://fr.wikipedia.org/wiki/Caille_des_bl%C3%A9s;common_quail;common_quail;Common Quail;DIB-10K_6;439.Common Quail;851
Pheasants, grouse, and allies;Galliformes;Phasianidae;Barbary partridge;Alectoris barbara;Perdrix gambra;https://en.wikipedia.org/wiki/Barbary_partridge;https://fr.wikipedia.org/wiki/Perdrix_gambra;barbary_partridge;barbary_partridge;Barbary Partridge;DIB-10K_6;386.Barbary Partridge;505
Pheasants, grouse, and allies;Galliformes;Phasianidae;Red-legged partridge;Alectoris rufa;perdrix rouge;https://en.wikipedia.org/wiki/Red-legged_partridge;https://fr.wikipedia.org/wiki/Perdrix_rouge;red_legged_partridge;red_legged_partridge;Red-legged Partridge;DIB-10K_6;387.Red-legged Partridge;2758
Pheasants, grouse, and allies;Galliformes;Phasianidae;Rock partridge;Alectoris graeca;perdrix bartavelle;https://en.wikipedia.org/wiki/Rock_partridge;https://fr.wikipedia.org/wiki/Perdrix_bartavelle;rock_partridge;rock_partridge;Rock Partridge;DIB-10K_6;382.Rock Partridge;469
Flamingos;Phoenicopteriformes;Phoenicopteridae;Greater flamingo;Phoenicopterus roseus;flamant rose;https://en.wikipedia.org/wiki/Greater_flamingo;https://fr.wikipedia.org/wiki/Flamant_rose;greater_flamingo;greater_flamingo;Greater Flamingo;DIB-10K_8;730.Greater Flamingo;2728
Flamingos;Phoenicopteriformes;Phoenicopteridae;Lesser flamingo;Phoeniconaias minor;Flamant nain;https://en.wikipedia.org/wiki/Lesser_flamingo;https://fr.wikipedia.org/wiki/Flamant_nain;lesser_flamingo;lesser_flamingo;Lesser Flamingo;DIB-10K_9;733.Lesser Flamingo;1442
Grebes;Podicipediformes;Podicipedidae;Little grebe;Tachybaptus ruficollis;grèbe castagneux;https://en.wikipedia.org/wiki/Little_grebe;https://fr.wikipedia.org/wiki/Gr%C3%A8be_castagneux;little_grebe;little_grebe;Little Grebe;DIB-10K_8;708.Little Grebe;2957
Grebes;Podicipediformes;Podicipedidae;Pied-billed grebe;Podilymbus podiceps;grèbe à bec bigarré;https://en.wikipedia.org/wiki/Pied-billed_grebe;https://fr.wikipedia.org/wiki/Gr%C3%A8be_%C3%A0_bec_bigarr%C3%A9;pied_billed_grebe;pied_billed_grebe;Pied-billed Grebe;DIB-10K_8;713.Pied-billed Grebe;2855
Grebes;Podicipediformes;Podicipedidae;Horned grebe;Podiceps auritus;grèbe esclavon;https://en.wikipedia.org/wiki/Horned_grebe;https://fr.wikipedia.org/wiki/Gr%C3%A8be_esclavon;horned_grebe;horned_grebe;Horned Grebe;DIB-10K_8;722.Horned Grebe;2830
Grebes;Podicipediformes;Podicipedidae;Red-necked grebe;Podiceps grisegena;grèbe jougris;https://en.wikipedia.org/wiki/Red-necked_grebe;https://fr.wikipedia.org/wiki/Gr%C3%A8be_jougris;red_necked_grebe;red_necked_grebe;Red-necked Grebe;DIB-10K_8;720.Red-necked Grebe;2835
Grebes;Podicipediformes;Podicipedidae;Great crested grebe;Podiceps cristatus;grèbe huppé;https://en.wikipedia.org/wiki/Great_crested_grebe;https://fr.wikipedia.org/wiki/Gr%C3%A8be_hupp%C3%A9;great_crested_grebe;great_crested_grebe;Great Crested Grebe;DIB-10K_8;721.Great Crested Grebe;3120
Pigeons and doves;Columbiformes;Columbidae;Stock dove;Columba oenas;pigeon colombin;https://en.wikipedia.org/wiki/Stock_dove;https://fr.wikipedia.org/wiki/Pigeon_colombin;stock_dove;stock_dove;Stock Dove;DIB-10K_25;1829.Stock Dove;2220
Pigeons and doves;Columbiformes;Columbidae;Common wood-pigeon;Columba palumbus;pigeon ramier;https://en.wikipedia.org/wiki/Common_wood-pigeon;https://fr.wikipedia.org/wiki/Pigeon_ramier;common_wood_pigeon;common_wood_pigeon;Common Wood Pigeon;DIB-10K_25;1832.Common Wood Pigeon;2930
Pigeons and doves;Columbiformes;Columbidae;European turtle-dove;Streptopelia turtur;tourterelle des bois;https://en.wikipedia.org/wiki/European_turtle-dove;https://fr.wikipedia.org/wiki/Tourterelle_des_bois;european_turtle_dove;european_turtle_dove;European Turtle Dove;DIB-10K_25;1879.European Turtle Dove;2755
Pigeons and doves;Columbiformes;Columbidae;Oriental turtle-dove;Streptopelia orientalis;tourterelle orientale;https://en.wikipedia.org/wiki/Oriental_turtle-dove;https://fr.wikipedia.org/wiki/Tourterelle_orientale;oriental_turtle_dove;oriental_turtle_dove;Oriental Turtle Dove;DIB-10K_25;1882.Oriental Turtle Dove;2057
Pigeons and doves;Columbiformes;Columbidae;Eurasian collared-dove;Streptopelia decaocto;tourterelle turque;https://en.wikipedia.org/wiki/Eurasian_collared-dove;https://fr.wikipedia.org/wiki/Tourterelle_turque;eurasian_collared_dove;eurasian_collared_dove;Eurasian Collared Dove;DIB-10K_25;1884.Eurasian Collared Dove;3080
Sandgrouse;Pterocliformes;Pteroclidae;Pallas's sandgrouse;Syrrhaptes paradoxus;syrrhapte paradoxal;https://en.wikipedia.org/wiki/Pallas%27s_sandgrouse;https://fr.wikipedia.org/wiki/Syrrhapte_paradoxal;pallass_sandgrouse;pallass_sandgrouse;Pallas's Sandgrouse;DIB-10K_25;1809.Pallas's Sandgrouse;256
Sandgrouse;Pterocliformes;Pteroclidae;Pin-tailed sandgrouse;Pterocles alchata;ganga cata;https://en.wikipedia.org/wiki/Pin-tailed_sandgrouse;https://fr.wikipedia.org/wiki/Ganga_cata;pin_tailed_sandgrouse;pin_tailed_sandgrouse;Pin-tailed Sandgrouse;DIB-10K_25;1810.Pin-tailed Sandgrouse;1956
Bustards;Otidiformes;Otididae;Great bustard;Otis tarda;grande Outarde;https://en.wikipedia.org/wiki/Great_bustard;https://fr.wikipedia.org/wiki/Grande_Outarde;great_bustard;great_bustard;Great Bustard;DIB-10K_16;1203.Great Bustard;2390
Bustards;Otidiformes;Otididae;MacQueen's bustard;Chlamydotis macqueenii;outarde de Macqueen;https://en.wikipedia.org/wiki/MacQueen%27s_bustard;https://fr.wikipedia.org/wiki/Outarde_de_Macqueen;macqueens_bustard;macqueens_bustard;Macqueen's Bustard;DIB-10K_16;1209.Macqueen's Bustard;237
Bustards;Otidiformes;Otididae;Little bustard;Tetrax tetrax;outarde canepetière;https://en.wikipedia.org/wiki/Little_bustard;https://fr.wikipedia.org/wiki/Outarde_canepeti%C3%A8re;little_bustard;little_bustard;Little Bustard;DIB-10K_16;1228.Little Bustard;1586
Cuckoos;Cuculiformes;Cuculidae;Great spotted cuckoo;Clamator glandarius;coucou geai;https://en.wikipedia.org/wiki/Great_spotted_cuckoo;https://fr.wikipedia.org/wiki/Coucou_geai;great_spotted_cuckoo;great_spotted_cuckoo;Great Spotted Cuckoo;DIB-10K_27;2263.Great Spotted Cuckoo;1750
Cuckoos;Cuculiformes;Cuculidae;Yellow-billed cuckoo;Coccyzus americanus;coulicou à bec jaune;https://en.wikipedia.org/wiki/Yellow-billed_cuckoo;https://fr.wikipedia.org/wiki/Coulicou_%C3%A0_bec_jaune;yellow_billed_cuckoo;yellow_billed_cuckoo;Yellow-billed Cuckoo;DIB-10K_27;2272.Yellow-billed Cuckoo;1657
Cuckoos;Cuculiformes;Cuculidae;Black-billed cuckoo;Coccyzus erythropthalmus;coulicou à bec noir;https://en.wikipedia.org/wiki/Black-billed_cuckoo;https://fr.wikipedia.org/wiki/Coulicou_%C3%A0_bec_noir;black_billed_cuckoo;black_billed_cuckoo;Black-billed Cuckoo;DIB-10K_27;2276.Black-billed Cuckoo;646
Cuckoos;Cuculiformes;Cuculidae;Common cuckoo;Cuculus canorus;coucou gris;https://en.wikipedia.org/wiki/Common_cuckoo;https://fr.wikipedia.org/wiki/Coucou_gris;common_cuckoo;common_cuckoo;Common Cuckoo;DIB-10K_28;2339.Common Cuckoo;2600
Nightjars and allies;Caprimulgiformes;Caprimulgidae;Common nighthawk;Chordeiles minor;engoulevent d'Amérique;https://en.wikipedia.org/wiki/Common_nighthawk;https://fr.wikipedia.org/wiki/Engoulevent_d%27Am%C3%A9rique;common_nighthawk;common_nighthawk;Common Nighthawk;DIB-10K_29;2622.Common Nighthawk;2261
Nightjars and allies;Caprimulgiformes;Caprimulgidae;Red-necked nightjar;Caprimulgus ruficollis;engoulevent à collier roux;https://en.wikipedia.org/wiki/Red-necked_nightjar;https://fr.wikipedia.org/wiki/Engoulevent_%C3%A0_collier_roux;red_necked_nightjar;red_necked_nightjar;Red-necked Nightjar;DIB-10K_29;2667.Red-necked Nightjar;599
Swifts;Caprimulgiformes;Apodidae;Chimney swift;Chaetura pelagica;martinet ramoneur;https://en.wikipedia.org/wiki/Chimney_swift;https://fr.wikipedia.org/wiki/Martinet_ramoneur;chimney_swift;chimney_swift;Chimney Swift;DIB-10K_30;2796.Chimney Swift;523
Swifts;Caprimulgiformes;Apodidae;Alpine swift;Apus melba;martinet à ventre blanc;https://en.wikipedia.org/wiki/Alpine_swift;https://fr.wikipedia.org/wiki/Martinet_%C3%A0_ventre_blanc;alpine_swift;alpine_swift;Alpine Swift;DIB-10K_30;2810.Alpine Swift;1257
Swifts;Caprimulgiformes;Apodidae;Common swift;Apus apus;martinet noir;https://en.wikipedia.org/wiki/Common_swift;https://fr.wikipedia.org/wiki/Martinet_noir;common_swift;common_swift;Common Swift;DIB-10K_30;2813.Common Swift;1195
Swifts;Caprimulgiformes;Apodidae;Pallid swift;Apus pallidus;martinet pâle;https://en.wikipedia.org/wiki/Pallid_swift;https://fr.wikipedia.org/wiki/Martinet_p%C3%A2le;pallid_swift;pallid_swift;Pallid Swift;DIB-10K_30;2816.Pallid Swift;1045
Swifts;Caprimulgiformes;Apodidae;Little swift;Apus affinis;martinet des maisons;https://en.wikipedia.org/wiki/Little_swift;https://fr.wikipedia.org/wiki/Martinet_des_maisons;little_swift;little_swift;Little Swift;DIB-10K_30;2827.Little Swift;755
